buffer_fractional[0], 57,
buffer_fractional[1], 14592,
buffer_fractional[2], 15872,
buffer_fractional[3], 17408,
buffer_fractional[4], 18688,
buffer_fractional[5], 19200,
buffer_fractional[6], 18944,
buffer_fractional[7], 18176,
buffer_fractional[8], 16896,
buffer_fractional[9], 15616,
buffer_fractional[10], 14592,
buffer_fractional[11], 13312,
buffer_fractional[12], 12032,
buffer_fractional[13], 11264,
buffer_fractional[14], 11264,
buffer_fractional[15], 12544,
buffer_fractional[16], 13312,
buffer_fractional[17], 14592,
buffer_fractional[18], 15872,
buffer_fractional[19], 17408,
buffer_fractional[20], 18432,
buffer_fractional[21], 19200,
buffer_fractional[22], 18688,
buffer_fractional[23], 17920,
buffer_fractional[24], 16896,
buffer_fractional[25], 15872,
buffer_fractional[26], 14336,
buffer_fractional[27], 13312,
buffer_fractional[28], 12032,
buffer_fractional[29], 11520,
buffer_fractional[30], 11264,
buffer_fractional[31], 12032,
buffer_fractional[32], 13312,
buffer_fractional[33], 14592,
buffer_fractional[34], 15872,
buffer_fractional[35], 17408,
buffer_fractional[36], 18432,
buffer_fractional[37], 19200,
buffer_fractional[38], 18944,
buffer_fractional[39], 17920,
buffer_fractional[40], 17152,
buffer_fractional[41], 15872,
buffer_fractional[42], 14336,
buffer_fractional[43], 13312,
buffer_fractional[44], 12032,
buffer_fractional[45], 11008,
buffer_fractional[46], 11264,
buffer_fractional[47], 11776,
buffer_fractional[48], 13312,
buffer_fractional[49], 14592,
buffer_fractional[50], 15872,
buffer_fractional[51], 17152,
buffer_fractional[52], 18688,
buffer_fractional[53], 19200,
buffer_fractional[54], 18944,
buffer_fractional[55], 18176,
buffer_fractional[56], 16896,
buffer_fractional[57], 15104,
buffer_fractional[58], 14592,
buffer_fractional[59], 13312,
buffer_fractional[60], 12032,
buffer_fractional[61], 11264,
buffer_fractional[62], 11264,
buffer_fractional[63], 12032,
buffer_fractional[64], 13056,
buffer_fractional[65], 14592,
buffer_fractional[66], 15872,
buffer_fractional[67], 17408,
buffer_fractional[68], 18432,
buffer_fractional[69], 18944,
buffer_fractional[70], 19200,
buffer_fractional[71], 18176,
buffer_fractional[72], 16896,
buffer_fractional[73], 15616,
buffer_fractional[74], 14592,
buffer_fractional[75], 13312,
buffer_fractional[76], 12032,
buffer_fractional[77], 11264,
buffer_fractional[78], 11520,
buffer_fractional[79], 12032,
buffer_fractional[80], 13312,
buffer_fractional[81], 14336,
buffer_fractional[82], 15872,
buffer_fractional[83], 17408,
buffer_fractional[84], 18688,
buffer_fractional[85], 19200,
buffer_fractional[86], 18944,
buffer_fractional[87], 18176,
buffer_fractional[88], 16896,
buffer_fractional[89], 15872,
buffer_fractional[90], 14592,
buffer_fractional[91], 13312,
buffer_fractional[92], 12288,
buffer_fractional[93], 11264,
buffer_fractional[94], 11264,
buffer_fractional[95], 12032,
buffer_fractional[96], 13056,
buffer_fractional[97], 14336,
buffer_fractional[98], 15872,
buffer_fractional[99], 17408,
buffer_fractional[100], 18432,
buffer_fractional[101], 19200,
buffer_fractional[102], 19200,
buffer_fractional[103], 18176,
buffer_fractional[104], 16896,
buffer_fractional[105], 14336,
buffer_fractional[106], 13312,
buffer_fractional[107], 12288,
buffer_fractional[108], 11264,
buffer_fractional[109], 11264,
buffer_fractional[110], 12032,
buffer_fractional[111], 13312,
buffer_fractional[112], 14336,
buffer_fractional[113], 15872,
buffer_fractional[114], 17152,
buffer_fractional[115], 18688,
buffer_fractional[116], 19200,
buffer_fractional[117], 18944,
buffer_fractional[118], 18176,
buffer_fractional[119], 16896,
buffer_fractional[120], 15872,
buffer_fractional[121], 14592,
buffer_fractional[122], 13312,
buffer_fractional[123], 12288,
buffer_fractional[124], 11264,
buffer_fractional[125], 11264,
buffer_fractional[126], 12032,
buffer_fractional[127], 13056,
