buffer_filter[0], -2,
buffer_filter[1], 10,
buffer_filter[2], -46,
buffer_filter[3], -171,
buffer_filter[4], -337,
buffer_filter[5], -481,
buffer_filter[6], -549,
buffer_filter[7], -485,
buffer_filter[8], -239,
buffer_filter[9], 222,
buffer_filter[10], 895,
buffer_filter[11], 1357,
buffer_filter[12], 1804,
buffer_filter[13], 2037,
buffer_filter[14], 1858,
buffer_filter[15], 1511,
buffer_filter[16], 655,
buffer_filter[17], -608,
buffer_filter[18], -2065,
buffer_filter[19], -3444,
buffer_filter[20], -4439,
buffer_filter[21], -4782,
buffer_filter[22], -4331,
buffer_filter[23], -3081,
buffer_filter[24], -1166,
buffer_filter[25], 1154,
buffer_filter[26], 3551,
buffer_filter[27], 5295,
buffer_filter[28], 6368,
buffer_filter[29], 6491,
buffer_filter[30], 5525,
buffer_filter[31], 3901,
buffer_filter[32], 1544,
buffer_filter[33], -1161,
buffer_filter[34], -3754,
buffer_filter[35], -5808,
buffer_filter[36], -6979,
buffer_filter[37], -7065,
buffer_filter[38], -6071,
buffer_filter[39], -4178,
buffer_filter[40], -1688,
buffer_filter[41], 1024,
buffer_filter[42], 3591,
buffer_filter[43], 5316,
buffer_filter[44], 6272,
buffer_filter[45], 6289,
buffer_filter[46], 5319,
buffer_filter[47], 3833,
buffer_filter[48], 1749,
buffer_filter[49], -626,
buffer_filter[50], -2934,
buffer_filter[51], -4833,
buffer_filter[52], -6062,
buffer_filter[53], -6340,
buffer_filter[54], -5632,
buffer_filter[55], -4061,
buffer_filter[56], -1870,
buffer_filter[57], 622,
buffer_filter[58], 3077,
buffer_filter[59], 4783,
buffer_filter[60], 5772,
buffer_filter[61], 5823,
buffer_filter[62], 5168,
buffer_filter[63], 3903,
buffer_filter[64], 1985,
buffer_filter[65], -242,
buffer_filter[66], -2718,
buffer_filter[67], -4733,
buffer_filter[68], -6011,
buffer_filter[69], -6347,
buffer_filter[70], -5699,
buffer_filter[71], -4176,
buffer_filter[72], -2015,
buffer_filter[73], 471,
buffer_filter[74], 2944,
buffer_filter[75], 4694,
buffer_filter[76], 5738,
buffer_filter[77], 5852,
buffer_filter[78], 5257,
buffer_filter[79], 4038,
buffer_filter[80], 2146,
buffer_filter[81], -76,
buffer_filter[82], -2572,
buffer_filter[83], -4626,
buffer_filter[84], -5956,
buffer_filter[85], -6354,
buffer_filter[86], -5762,
buffer_filter[87], -4286,
buffer_filter[88], -2157,
buffer_filter[89], 314,
buffer_filter[90], 2791,
buffer_filter[91], 4561,
buffer_filter[92], 5643,
buffer_filter[93], 5805,
buffer_filter[94], 5265,
buffer_filter[95], 4099,
buffer_filter[96], 2254,
buffer_filter[97], 64,
buffer_filter[98], -2415,
buffer_filter[99], -4477,
buffer_filter[100], -5835,
buffer_filter[101], -6274,
buffer_filter[102], -5742,
buffer_filter[103], -4327,
buffer_filter[104], -2257,
buffer_filter[105], 173,
buffer_filter[106], 2632,
buffer_filter[107], 4405,
buffer_filter[108], 5519,
buffer_filter[109], 5735,
buffer_filter[110], 5263,
buffer_filter[111], 4164,
buffer_filter[112], 2378,
buffer_filter[113], 226,
buffer_filter[114], -2244,
buffer_filter[115], -4324,
buffer_filter[116], -5727,
buffer_filter[117], -6231,
buffer_filter[118], -5769,
buffer_filter[119], -4424,
buffer_filter[120], -2405,
buffer_filter[121], -4,
buffer_filter[122], 2450,
buffer_filter[123], 4251,
buffer_filter[124], 5413,
buffer_filter[125], 5692,
buffer_filter[126], 5288,
buffer_filter[127], 4256,
